Posted On,BHK,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,Rent
,3,1233,35 out of 68,Carpet Area,"Auris Serenity, Kanch Pada",|-9 Mumbai,,$Ba>chelors/Family,4,Contact Agent,98000
44723,,,4 out of 10,Carpet Area,,India-> Mumbai,Unfurnished,,1,Contact Owner,16000
44695,,900,18 out of 30,Carpet Area,,India-/ Mumbai,,Bache&lors(,2,,95000
44748,2,753,11 out of 31,Carpet Area,"Omkar Ananta, Film City Road",India-{ Mumbai,,,2,Contact Agent,40000
,3,1800,8 out of 12,Carpet Area,Bandra West,India-_ Mumbai,,Ba?&chelors,3,Contact Agent,300000
44748,2,670,5 out of 17,,Matunga East,,Unfurnished,B{ac.helors,2,,80000
44751,4,2800,50 out of 75,Carpet Area,"Omkar 1973, Worli",)-9 Mumbai,Semi-Furnished,>Bachelors/Fami@ly,4,Contact Agent,380000
,3,1197,18 out of 26,,"Aristo Pearl Residency, Prabhadevi",.-9 Mumbai,Semi-Furnished,Bachelors/Fa{mil/y,3,,160000
44739,2,880,12 out of 27,Carpet Area,orchid suburbia,India-% Mumbai,Unfurnished,B+ache.lors,2,Contact Owner,44000
44697,2,1000,7 out of 8,Carpet Area,,%-9 Mumbai,Furnished,,2,Contact Agent,200000
44680,2,935,2 out of 7,Super Area,Andheri West,India-( Mumbai,Semi-Furnished,"""Bach+elors/Family",,,65000
44748,2,,16 out of 20,Carpet Area,"Raj Legacy, Vikhroli West",*-9 Mumbai,Semi-Furnished,Bac\he^lors/Family,2,Contact Agent,50000
,1,200,Ground out of 5,Super Area,"Sonal Apartment, Bhandari Compound",,Unfurnished,Bachelo{rs[/Family,,,6000
,4,2500,24 out of 55,Carpet Area,"Island City Centre, Dadar East",#-9 Mumbai,,Bachel'or:s/Family,6,Contact Agent,280000
44751,,500,6 out of 8,Carpet Area,,,Furnished,Family/&,1,Contact Agent,46000
44712,1.0 room,430,15 out of 23,Carpet Area,"Conwood Astoria, Film City Road",India-[ Mumbai,Furnished,Bachelors/F>#amily,1,Contact Agent,35000
44748,,1088,16 out of 37,Carpet Area,"Sunteck City Avenue 1, Goregaon West",,,B:achelors)/Family,3,Contact Agent,75000
44691,1,330,4 out of 8,Carpet Area,Andheri West,?-9 Mumbai,Semi-Furnished,Bachelors-/Family\,1,Contact Owner,20000
44680,1,400,Upper Basement out of 7,Carpet Area,shanti kutir tunga village powai,/-9 Mumbai,Unfurnished,,1,,25000
44739,3,1200,6 out of 15,Carpet Area,"Salvation CHS, Dadar West",;-9 Mumbai,Furnished,!Bachel>ors/Family,,Contact Agent,110000
44740,2,700,2 out of 7,Carpet Area,Borivali West,>-9 Mumbai,Unfurnished,Bachelors/F|amily\,2,Contact Agent,29500
,3,1000,,Carpet Area,"Mahindra Splendour, Bhandup West","India-, Mumbai",Semi-Furnished,#B_achelors/Family,2,Contact Agent,53000
44724,2,750,11 out of 27,Carpet Area,"Hiranandani Atlantis, Hiranandani Gardens",India-' Mumbai,Semi-Furnished,Bachelors;!/Family,2,,85000
,1,450,,,Goregaon West,.-9 Mumbai,Unfurnished,B}$achelors,2,Contact Agent,26000
44680,1,640,11 out of 23,Super Area,Bhandup West,,Furnished,"""Bac|helors/Family",2,Contact Owner,33000
44750,3,1190,5 out of 12,Carpet Area,"L Nagpal Ruby, Turner Road",India-: Mumbai,Semi-Furnished,Ba'chel.ors/Family,3,Contact Agent,180000
44735,3,850,,,,?-9 Mumbai,Unfurnished,Bac%h_elors,3,Contact Agent,70000
44749,1,330,Ground out of 7,Carpet Area,Jankalyan Nagar,+-9 Mumbai,Semi-Furnished,Bachelors/<Fam-ily,1,Contact Agent,17000
44694,2,685,10 out of 18,Carpet Area,Mulund West,India-{ Mumbai,Semi-Furnished,"Bachel<or,s",2,Contact Agent,37000
44724,1,400,6 out of 10,Carpet Area,Goregaon West,<-9 Mumbai,Unfurnished,Bache{?lors,2,Contact Agent,27000
44727,1,500,,Carpet Area,"Mayfair Sonata Greens, Park Site Colony",,Furnished,Bachelors|/Fa|mily,,Contact Agent,35500
44705,1,550,2 out of 4,,Mulund West,India-] Mumbai,,Bache_lors{,1,Contact Agent,24000
44723,4,2500,2 out of 8,Carpet Area,,&-9 Mumbai,Unfurnished,Bachelors/Fa*<mily,4,Contact Agent,250000
44695,3,1100,6 out of 15,Carpet Area,JVPD Scheme,,Furnished,Fam|i'ly,3,Contact Agent,180000
44712,,650,3 out of 12,Carpet Area,"Swayam Apartment, Poonam Gardens",@-9 Mumbai,Unfurnished,Fam#ily|,2,Contact Agent,18500
,3,1400,8 out of 17,Carpet Area,"Hill Road, Bandra West",(-9 Mumbai,Furnished,Bachel@ors/Fam!ily,3,Contact Agent,200000
44746,2,,,Carpet Area,,India-$ Mumbai,Furnished,"Bachelor"",s/Family",2,Contact Agent,70000
,3,,6 out of 7,,Goregaon West,--9 Mumbai,Unfurnished,Bach#elo!rs,3,Contact Agent,55000
44704,1,,Ground out of 4,Carpet Area,Ghatkopar West,"India-, Mumbai",Unfurnished,"Bachel""ors<",1,Contact Agent,24000
44735,2,750,5 out of 8,Carpet Area,Chandivali,India-[ Mumbai,Furnished,Bachelors/&{Family,2,Contact Agent,55000
44751,3,1350,,Carpet Area,"Kalpataru Antariksha, Prabhadevi",India-= Mumbai,Semi-Furnished,Bachel}ors/Fami}ly,3,,150000
44737,2,800,5 out of 8,Carpet Area,,,Semi-Furnished,Bac'helors/Fa_mily,2,Contact Agent,50000
44748,4,2650,14 out of 48,Carpet Area,"Lodha Bellissimo, Mahalakshmi",India-= Mumbai,Semi-Furnished,Bache|lors/Fami@ly,3,Contact Agent,300000
44748,3,975,29 out of 35,,Goregaon East,[-9 Mumbai,,Ba?chelors/Famil+y,2,Contact Agent,90100
44728,3,1325,15 out of 36,Carpet Area,"Raheja Exotica Sorento, Madh",}-9 Mumbai,Furnished,Bach$elors/Fami;ly,4,Contact Agent,57000
44680,,700,3 out of 6,Super Area,Andheri West,,Semi-Furnished,,2,,40000
44751,2,,3 out of 8,Carpet Area,Hindu Colony,",-9 Mumbai",,"Fam-ily,",2,Contact Agent,80000
44735,2,850,15 out of 25,Carpet Area,Powai,India-- Mumbai,Semi-Furnished,Bachelor;s/Fam&ily,2,Contact Agent,95000
44734,1,,10 out of 24,Carpet Area,Ekta Nagar,India-@ Mumbai,Unfurnished,"Ba;chelo""rs",1,Contact Agent,14000
44726,2,,8 out of 10,Carpet Area,,India-{ Mumbai,Unfurnished,Bachelors+/^Family,2,Contact Agent,50000
44726,2,724,6 out of 11,,"Akruti Orchid Park, Sakinaka Junction",:-9 Mumbai,Unfurnished,"B,achelo}rs/Family",2,Contact Agent,43000
44724,,650,8 out of 16,Carpet Area,Andheri West,.-9 Mumbai,Furnished,Ba!che_lors,2,Contact Agent,55000
,2,,5 out of 7,Carpet Area,Nahur Gaothan,"India-, Mumbai",Unfurnished,(Fa:mily,2,Contact Agent,35000
44727,,700,15 out of 28,Carpet Area,"Acme Avenue, Kandivali West",&-9 Mumbai,,Bachelo>r;s,2,Contact Agent,33000
44707,2,785,4 out of 7,Carpet Area,JB Nagar,}-9 Mumbai,Furnished,,2,Contact Agent,47000
,3,,15 out of 20,Carpet Area,"Laksharia Tower, Andheri West",India-_ Mumbai,,,3,Contact Agent,75000
44749,4,1016,,Carpet Area,"Oasis, Lokhandwala Twp",India-> Mumbai,Unfurnished,Ba<chelors/F^amily,3,Contact Agent,45000
44709,,380,12 out of 20,Carpet Area,Mazgaon,,Unfurnished,Bachelors/@Famil&y,2,Contact Agent,36000
44695,,,18 out of 23,Carpet Area,,India-< Mumbai,,)Bachelors/,1,,40000
44745,1,,8 out of 11,Carpet Area,Sakinaka Junction,=-9 Mumbai,Unfurnished,,2,Contact Agent,40000
44732,2,640,6 out of 20,,"GSA Grandeur, Gokuldham",India-\ Mumbai,Unfurnished,Ba'che(lors/Family,2,Contact Agent,32000
44714,1,320,23 out of 23,Carpet Area,"Midas PMGP Mhada Colony, PMGP Colony",India-) Mumbai,Unfurnished,\Bachelors/+Family,1,Contact Owner,17000
44694,3,,,Carpet Area,"Auris Serenity, Adarsh Nagar",{-9 Mumbai,Unfurnished,,4,Contact Agent,77000
44728,4,1500,5 out of 15,Carpet Area,,#-9 Mumbai,Furnished,B:achelors>/Family,3,Contact Agent,290000
44699,2,650,6 out of 8,,"Evershine Millenium Paradise, Thakur Village, Kandivali East",India-[ Mumbai,Semi-Furnished,Bac.helors/Family{,2,Contact Agent,35000
44700,1,508,16 out of 18,,"Kanakia Sevens, Marol Maroshi Road",<-9 Mumbai,Semi-Furnished,Bachelors)-/Family,2,Contact Agent,40000
44751,4,,2 out of 10,,JVPD Scheme,,Furnished,Bachelors/{Fam:ily,4,Contact Agent,250000
44703,2,720,,Carpet Area,Chembur,India-$ Mumbai,Unfurnished,Bach-el#ors,2,Contact Agent,47000
,,750,Ground out of 5,Super Area,,India-} Mumbai,Unfurnished,_Bachelors/F{amily,2,Contact Owner,50000
44739,1,430,2 out of 3,Carpet Area,"Sion East, Sion Koliwada",India-[ Mumbai,Unfurnished,Fam[il]y,1,Contact Agent,32000
44732,,623,6 out of 7,Carpet Area,"Shreenath nagar, Morya Nagar",India-? Mumbai,Unfurnished,"%Famil,y",2,,8000
,,1358,40 out of 50,Carpet Area,"Lodha Kiara, Worli Hill",}-9 Mumbai,Semi-Furnished,Fami}l;y,4,Contact Agent,240000
44749,,,4 out of 11,Carpet Area,"Lodha Eternis, Chakala MIDC",India-$ Mumbai,Semi-Furnished,,3,Contact Agent,85000
44740,3,1100,,Carpet Area,"Sejal Tower, Goregaon West",India-| Mumbai,Unfurnished,,3,Contact Agent,65000
44745,3,1255,,Carpet Area,Bhakti Park,India-# Mumbai,Furnished,Bache&lors/Family&,3,Contact Owner,75000
44708,1,450.0Square Feet,5 out of 8,Carpet Area,"Vasant Sagar, Thakur Village, Kandivali East",_-9 Mumbai,Furnished,F*amil(y,2,Contact Agent,26500
,2,650,3 out of 7,Carpet Area,,"India-"" Mumbai",Furnished,Bac;helors/Fam>ily,2,Contact Agent,45000
44748,2,,34 out of 40,Carpet Area,"Lodha New Cuffe Parade, Bhakti Park",,Semi-Furnished,B%achelors/,2,Contact Agent,95000
44703,2,700,Upper Basement out of 22,Carpet Area,"Altavista, Chembur",,Unfurnished,,2,Contact Agent,38000
44748,3,,8 out of 23,,,@-9 Mumbai,Semi-Furnished,Fami=:ly,4,Contact Agent,260000
44715,4,2308,9 out of 31,Carpet Area,,)-9 Mumbai,Semi-Furnished,Bache.lors/Famil[y,,Contact Agent,300000
44751,3,,11 out of 13,Carpet Area,,India-% Mumbai,Semi-Furnished,Fami?)ly,3,Contact Agent,180000
,2,,6 out of 14,Carpet Area,"Kailash Tower, Powai",,Semi-Furnished,Ba[chel@ors,2,Contact Agent,40000
44698,4,2200,7 out of 8,Carpet Area,,,Furnished,Fam)(ily,4,Contact Agent,300000
44732,,870,5 out of 21,Carpet Area,,,Furnished,Bachelor=s/Fami+ly,2,Contact Agent,85000
44716,3,1300,4 out of 12,Carpet Area,Kalina,,Semi-Furnished,Bachelors/=)Family,3,Contact Agent,110000
44735,2,750,2 out of 8,,"Techno Park I, Kandivali East",|-9 Mumbai,Unfurnished,}Family',,,40000
44748,2,750,2 out of 8,Super Area,Andheri East,,,B(achelo.rs,2,Contact Owner,45000
44716,,550,3 out of 9,Carpet Area,,>-9 Mumbai,Furnished,"Bache.lors/,Family",2,Contact Agent,52000
,4,1250,,,Andheri West,'-9 Mumbai,Furnished,F#amil)y,4,,90000
44751,,1400,11 out of 13,Carpet Area,"Insignia, Bandra Kurla Complex",@-9 Mumbai,Semi-Furnished,",Fam\ily",,Contact Agent,140000
44735,3,1330,,,"Oberoi Esquire, Goregaon East",|-9 Mumbai,Semi-Furnished,,4,Contact Agent,150000
44735,3,1000,5 out of 10,,Chembur,/-9 Mumbai,Semi-Furnished,Ba-che\lors/Family,3,Contact Agent,65000
44712,2,770,4 out of 14,Carpet Area,"Sufalam CHS, Chembur East",(-9 Mumbai,Unfurnished,,2,Contact Agent,50000
44728,2,800,3 out of 7,,,India-& Mumbai,Unfurnished,Fam}ily?,,Contact Agent,54000
,4,1691,20 out of 32,Carpet Area,"Oberoi Prisma, Agarkar Chowk",,,Bachel|ors/Fami^ly,6,Contact Agent,180000
44695,,,12 out of 20,Carpet Area,"Neumec Elegance, Lower Parel",India-- Mumbai,Furnished,Bac_?helors,2,Contact Agent,60000
44751,,800,10 out of 14,Carpet Area,Andheri West,@-9 Mumbai,,Fa]m<ily,2,Contact Agent,65000
44751,2,615,6 out of 14,Carpet Area,"Aspire, Thakur Village, Kandivali East",$-9 Mumbai,Unfurnished,-Fam)ily,2,Contact Agent,35000
44737,2,663,25 out of 43,Carpet Area,"Wadhwa Atmosphere, Mulund West",,Unfurnished,"Bachelors/Fam&il,y",2,Contact Agent,43000
,1,400,3 out of 4,,,India-_ Mumbai,Semi-Furnished,Bachelors/Fam&il&y,1,Contact Owner,20000
44716,,,9 out of 18,Carpet Area,,India-< Mumbai,Furnished,,2,Contact Agent,57000
44728,4,1432,12 out of 20,Carpet Area,,]-9 Mumbai,Unfurnished,Bachelors//Family',3,Contact Agent,130000
44705,1,425,,Carpet Area,Mulund West,India-_ Mumbai,,Bache<lors%,1,Contact Agent,25000
44724,2,649,5 out of 22,Carpet Area,"Promenade At The Address, Ghatkopar West",?-9 Mumbai,Semi-Furnished,Ba$ch%elors,2,Contact Agent,56000
44695,2,905,10 out of 37,,"Sunteck City Avenue 1, Goregaon West",India-^ Mumbai,Unfurnished,B:!achelors,2,Contact Agent,55000
44678,,882,10 out of 22,Super Area,"DB Ozone, Mira Road",India-} Mumbai,Unfurnished,[Ba/chelors,2,Contact Owner,18000
44739,3,1200,4 out of 15,Carpet Area,"Salvation CHS, Dadar West",|-9 Mumbai,Furnished,{Bachelors/Fami)ly,3,Contact Agent,100000
44712,2,,16 out of 36,Carpet Area,"Rustomjee Elanza, Mindspace",India-^ Mumbai,Unfurnished,}Fam$ily,2,Contact Agent,76000
44751,3,1710,25 out of 48,Carpet Area,"Lodha Bellissimo, Mahalakshmi",India-< Mumbai,Furnished,Ba'chelo/rs/Family,3,Contact Agent,270000
44736,,225,3 out of 6,Carpet Area,,/-9 Mumbai,,Bachelor<[s,1,,45000
44703,,720,,Carpet Area,,India-/ Mumbai,Unfurnished,Bac^h@elors/Family,2,Contact Agent,39000
44719,,555,6 out of 7,Super Area,"Hubtown Gardenia, Mira Road",+-9 Mumbai,Unfurnished,Ba}chelors^,,,12500
44749,1,415,2 out of 7,Super Area,Andheri East,India-| Mumbai,Unfurnished,Bachelo>rs/Fam(ily,1,Contact Owner,35000
44724,2,,4 out of 22,Carpet Area,"Promenade At The Address, Ghatkopar West",India-@ Mumbai,Semi-Furnished,Bac&helor>s,2,,55000
44727,3,1000,3 out of 3,Carpet Area,Vile Parle West,India-@ Mumbai,Furnished,Bac.*helors,2,Contact Agent,90000
44716,2,1300,Upper Basement out of 10,Carpet Area,Khar West,%-9 Mumbai,Furnished,Bachelors/Famil!y@,2,Contact Agent,250000
44736,2,,,,"Gaurav Excellency, Mira Road",India-| Mumbai,Furnished,Bachel:or&s/Family,,Contact Owner,25000
44750,2,854,,Carpet Area,"Kanakia Paris, Bandra Kurla Complex",India-/ Mumbai,Semi-Furnished,"B#achelors/F,amily",2,Contact Agent,90000
44739,,1200,5 out of 14,,"Salvation CHS, Dadar West","India-, Mumbai",Furnished,,,Contact Agent,120000
,1,500,,Carpet Area,Hiranandani Gardens,"India-"" Mumbai",Unfurnished,Bachelo(>rs,1,Contact Agent,55000
44712,3,,,Carpet Area,"Sanjona Gulmarg Towers, Chembur East",India-_ Mumbai,Semi-Furnished,Bac_helors/Fami)ly,3,Contact Agent,70000
44734,3,1800,11 out of 11,Carpet Area,Bandra West,India-* Mumbai,Furnished,Bac{helors/Fam!ily,4,Contact Agent,300000
44707,2,500,1 out of 3,,New Devchhaya Building,!-9 Mumbai,Furnished,,1,Contact Owner,25000
,1,450,2 out of 7,Super Area,Goregaon West,India-% Mumbai,Unfurnished,,1,Contact Owner,35000
44751,3,1130,3 out of 7,Carpet Area,Bandra West,@-9 Mumbai,Semi-Furnished,'B/achelors/Family,3.0 Bathrooms,Contact Agent,120000
44716,1,495,5 out of 7,Super Area,Andheri East,?-9 Mumbai,,[Bache+lors/Family,2,Contact Owner,27000
44700,1,407,5 out of 23,,Devi Pada,%-9 Mumbai,Unfurnished,,2,Contact Owner,25000
44728,3,1092,,Carpet Area,"Lodha The Park, Worli",<-9 Mumbai,Semi-Furnished,]-Family,,Contact Agent,150000
44749,2,610,11 out of 18,Carpet Area,,,Unfurnished,'Famil+y,2,Contact Agent,32000
44749,1,500,13 out of 14,,"Manavsthal, Andheri East",India-: Mumbai,Furnished,Ba.c{helors/Family,2,Contact Owner,40000
44712,2,750,4 out of 20,,"vanamali chs ghatla, Ghatla",*-9 Mumbai,Unfurnished,Ba=chelor[s/Family,2,Contact Agent,52000
44730,2,750,,Carpet Area,"lokhandwala residency, Worli",,,Bac#}helors,2,Contact Agent,80000
44735,2,850,6 out of 10,,"Adityavardhan Apartment, Raheja Vihar",=-9 Mumbai,Furnished,=+Bache_lors/Family,2,Contact Agent,55000
44716,1,350,,Carpet Area,Prabhadevi,,Unfurnished,Bachelor/[s/Family,1,Contact Agent,30000
44716,,300,2 out of 12,,"Sundar Nagar, Kalina",India-\ Mumbai,Semi-Furnished,Bachelo.rs/Fami+ly,1,Contact Agent,20000
44704,1,695,2 out of 7,Carpet Area,Union Park,India-? Mumbai,,Bachelor!s?/Family,2,Contact Agent,85000
44728,1,415,,Carpet Area,"Kanakia Rainforest, Andheri East",India-_ Mumbai,,Bachelors/Family@&,2,Contact Agent,40000
44737,1,450,3 out of 13,Carpet Area,Bhandup Village,India-+ Mumbai,Unfurnished,B*a:chelors,2,,21000
44735,3,850,8 out of 14,Carpet Area,,India-[ Mumbai,Unfurnished,"}Famil,y",3,Contact Agent,43000
44692,2,805,30 out of 58,Carpet Area,"Auris Serenity, Link Road",&-9 Mumbai,Semi-Furnished,Bachelors/F>amily(,3,Contact Agent,58000
44748,2,700,,Carpet Area,Bandra West,India-= Mumbai,Furnished,Bachelors/Fa#mi#ly,2,Contact Agent,130000
44664,3,1800,10 out of 11,Carpet Area,JVPD Scheme,India-^ Mumbai,Furnished,Fam&ily.,4,Contact Agent,260000
44739,2,669,15 out of 43,Carpet Area,"Tulip at Runwal Forests, Kanjurmarg West",?-9 Mumbai,Unfurnished,Ba_chel[ors,,Contact Agent,46000
44735,,325,7 out of 16,Carpet Area,"Unicorn Global Arena, Naigaon East","India-, Mumbai",Unfurnished,-Fa%mily,1,Contact Agent,6500
44712,1,600,5 out of 6,,,India-+ Mumbai,Furnished,B\achelors}/Family,1,Contact Owner,21000
44703,2,725,Upper Basement out of 16,Carpet Area,Chembur,India-@ Mumbai,,Bachelors&/F\amily,,Contact Agent,46000
44715,2,750,5 out of 9,Carpet Area,"Green Woods Chkala, Andheri East",[-9 Mumbai,Semi-Furnished,Bach$elo=rs/Family,,Contact Agent,60000
44741,3,1050,13 out of 21,,"Hillcrest, Andheri East",India-< Mumbai,Semi-Furnished,B[achelor)s,3,Contact Agent,65000
44700,2,600,,Carpet Area,Shilphata,India-- Mumbai,,Bachel&ors/Famil?y,2,Contact Owner,15000
44740,2,1000,10 out of 13,Carpet Area,Bandra West,]-9 Mumbai,Semi-Furnished,Bache.lors/Fami=ly,,Contact Agent,130000
44746,3,1110.0Square Feet,9 out of 55,Carpet Area,"Omkar Alta Monte, Kurar Village",India-# Mumbai,,Ba@chel=ors/Family,3.0 Bathrooms,Contact Agent,90000
,2,650,11 out of 25,Carpet Area,Jacob Circle,,Unfurnished,"""Family=",2,Contact Agent,62000
44720,,,8 out of 10,,Santacruz West,.-9 Mumbai,Semi-Furnished,Bachelors/Fa/#mily,3,Contact Agent,160000
44735,3,1100,15 out of 28,Carpet Area,,\-9 Mumbai,,Bachel@$ors/Family,,Contact Agent,80000
44746,3,1110,,Carpet Area,,India-] Mumbai,Semi-Furnished,B&achel_ors/Family,3,Contact Agent,80000
44740,3,999,14 out of 23,Carpet Area,"Orchid Residency, Link Road",India-: Mumbai,Semi-Furnished,,2,,55000
44734,3,1000,2 out of 4,Carpet Area,Santacruz West,India-: Mumbai,Furnished,"Bac+helors/Fa""mily",3,,100000
44751,4,,11 out of 20,Carpet Area,Seven Bungalows,+-9 Mumbai,Semi-Furnished,Bachel\ors/Fam|ily,5,Contact Agent,200000
44714,,1256,10 out of 22,Carpet Area,,",-9 Mumbai",,,3,Contact Agent,100000
,2,750,,Carpet Area,"Hiranandani Castle Rock, Hiranandani Gardens","India-, Mumbai",Semi-Furnished,"Fam!i,ly",2,Contact Agent,79500
44748,3,889,7 out of 27,Carpet Area,"Oberoi Splendor, JVLR-Jogeshwari Vikhroli Link Road",India-$ Mumbai,Semi-Furnished,Bachelors/F%ami$ly,2,,84500
44724,,750,14 out of 27,Carpet Area,"Hiranandani Atlantis, Hiranandani Gardens","India-, Mumbai",Semi-Furnished,Bac?helors/Fa|mily,2,Contact Agent,100000
44698,1,385,6 out of 20,Carpet Area,"Aims Sea View, Indralok",:-9 Mumbai,Unfurnished,F=ami]ly,,Contact Agent,13000
,4,,5 out of 7,Carpet Area,"diamond garden, Chembur East",,,_Ba!chelors/Family,4,Contact Agent,100000
44748,1,480,1 out of 7,,Seven Bungalows,"""-9 Mumbai",Semi-Furnished,Fam|i:ly,2,Contact Agent,35000
44704,2,660,12 out of 22,,"Hiranandani Castle Rock, Hiranandani Gardens",India-% Mumbai,Semi-Furnished,Bachel]ors/Fa<mily,2,Contact Agent,72000
44734,3,1600,,Carpet Area,Bandra West,India-) Mumbai,,Bac\)helors/Family,3,Contact Agent,180000
,1,434,,Carpet Area,"Samarth Srishti, Bhandup West",[-9 Mumbai,Semi-Furnished,Bachel%ors/Family(,2,Contact Agent,26000
44712,3,1121,7 out of 14,Carpet Area,"Hari Kunj II, Sindhi Society Chembur",%-9 Mumbai,Unfurnished,Bachelors/Fami->ly,3.0 Bathrooms,Contact Agent,72000
44740,1,620,6 out of 8,Super Area,Virar,,Semi-Furnished,Bachelors%/Fami>ly,2,Contact Owner,8000
,3,937,16 out of 27,Carpet Area,"Runwal Elegante, Andheri West",;-9 Mumbai,Furnished,Family/&,,Contact Agent,130000
,,,6 out of 7,Carpet Area,"Godrej The Trees, Vikhroli East","India-, Mumbai",Semi-Furnished,B}ach>elors/Family,2,Contact Agent,52000
44724,1,410,2 out of 7,,Mira Road East,India-: Mumbai,Unfurnished,Fam+il%y,1,Contact Agent,13000
44728,3,,5 out of 7,Carpet Area,Mulund West,India-@ Mumbai,Unfurnished,Famil^{y,3,Contact Agent,45000
44751,3,1500,15 out of 20,Carpet Area,"Purushottam Towers, Dadar West",*-9 Mumbai,,,4,Contact Agent,180000
44751,2,888,12 out of 20,Carpet Area,"Shapoorji Pallonji Vicinia, Chandivali",{-9 Mumbai,Furnished,Bachelors/Fa\^mily,2,Contact Agent,63000
,,380,3 out of 7,Carpet Area,sunanda circal,{-9 Mumbai,Unfurnished,Bach;elo#rs,2,Contact Owner,7500
,1,360,4 out of 20,Carpet Area,"Antop Hill, Wadala",,,Bachelors/F:a-mily,1,Contact Agent,30000
44749,1,565,1 out of 8,Super Area,Kandivali East,<-9 Mumbai,Furnished,'Bac_helors/Family,2,Contact Owner,28500
44749,,2000,,Super Area,"Auris Serenity, Malad West",!-9 Mumbai,,Bachelors/F[a[mily,,Contact Agent,100000
44735,4,1358,25 out of 50,Carpet Area,"Lodha Kiara, Worli Hill",India-+ Mumbai,Semi-Furnished,.Fami]ly,4,Contact Agent,270000
44751,,,17 out of 36,Carpet Area,"Runwal Forests, Kanjurmarg West",India-[ Mumbai,Semi-Furnished,Bac*he*lors/Family,2,Contact Agent,38000
44748,1,450,9 out of 20,Carpet Area,"Ratan Silicon Park, Jankalyan Nagar",,Unfurnished,"F&""amily",2,Contact Agent,26000
,3,1300,6 out of 30,Carpet Area,Goregaon West,India-& Mumbai,,}Bache>lors,3,Contact Agent,70000
44716,2,600,4 out of 8,Carpet Area,"Vasant Oscar, Mulund West",India-] Mumbai,Furnished,,2,Contact Agent,41000
44678,2,900,Ground out of 4,Super Area,Mahatama Gandhi Road,%-9 Mumbai,Semi-Furnished,Bache;lors/'Family,,Contact Owner,27000
44742,1,379,21 out of 23,Carpet Area,"Hiranandani Regent Hill, Powai",India-+ Mumbai,Semi-Furnished,,,Contact Agent,53000
44699,2,805,,Carpet Area,"Auris Serenity, Kanch Pada",_-9 Mumbai,Semi-Furnished,Fa*mi]ly,3,Contact Agent,65000
44695,1,650,3 out of 8,Super Area,Malabar Hill,,Furnished,"Bac%helors/""Family",2,Contact Owner,85000
44679,1,500,8 out of 10,Super Area,Naigaon East,India-? Mumbai,Semi-Furnished,Bachelors/+Famil-y,2,Contact Owner,6000
44732,,480,5 out of 7,Carpet Area,Seven Bungalows,India-| Mumbai,Furnished,Fam=il)y,2,,43000
44735,2,550,1 out of 7,Super Area,"Dr Babasaheb Ambedkar Road, Mumbai",",-9 Mumbai",Semi-Furnished,Bac!helor|s/Family,2,Contact Owner,65000
,3,1600,5 out of 12,Carpet Area,Bandra West,India-^ Mumbai,Furnished,Bachelors/Family!@,3,Contact Agent,280000
44740,,1400,4 out of 15,,"Hubtown Sunmist, Chakala",India-& Mumbai,Semi-Furnished,,2,Contact Agent,98000
44727,3,1500,20 out of 41,Carpet Area,,,,_B=achelors/Family,2,Contact Agent,330000
44751,3,1050,3 out of 62,Carpet Area,"Alpine, Kandivali East",--9 Mumbai,Unfurnished,Bachel'ors$,3,Contact Agent,65000
